medal_type,medal_code,medal_date,name,gender,discipline,event,event_type,url_event,code,country_code,country,country_long
Bronze Medal,3,2024-07-29,HAUGHEY Siobhan Bernadette,W,Swimming,Women's 200m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,1925125,HKG,"Hong Kong, China","Hong Kong, China"
Gold Medal,1,2024-07-29,Summer McINTOSH,W,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,1967140,CAN,Canada,Canada
Silver Medal,2,2024-07-29,Katie GRIMES,W,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,1935909,USA,United States,United States of America
Bronze Medal,3,2024-07-29,Emma WEYANT,W,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,1936001,USA,United States,United States of America
Gold Medal,1,2024-07-30,United States,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,GARWTEAM----USA01,USA,United States,United States of America
Silver Medal,2,2024-07-30,Italy,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,GARWTEAM----ITA01,ITA,Italy,Italy
Bronze Medal,3,2024-07-30,Brazil,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,GARWTEAM----BRA01,BRA,Brazil,Brazil
Gold Medal,1,2024-07-30,Italy,W,Fencing,Women's Épée Team,HTEAM,/en/paris-2024/results/fencing/women-s-epee-team/fnl-000100--,FENWTEAMEPEEITA01,ITA,Italy,Italy
Silver Medal,2,2024-07-30,France,W,Fencing,Women's Épée Team,HTEAM,/en/paris-2024/results/fencing/women-s-epee-team/fnl-000100--,FENWTEAMEPEEFRA01,FRA,France,France
Bronze Medal,3,2024-07-30,Poland,W,Fencing,Women's Épée Team,HTEAM,/en/paris-2024/results/fencing/women-s-epee-team/fnl-000200--,FENWTEAMEPEEPOL01,POL,Poland,Poland
Gold Medal,1,2024-07-30,NAGASE Takanori,M,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,1896765,JPN,Japan,Japan
Silver Medal,2,2024-07-30,Tato GRIGALASHVILI,M,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,1546651,GEO,Georgia,Georgia
Bronze Medal,3,2024-07-30,LEE Joonhwan,M,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/repf000100--,1928079,KOR,Korea,Republic of Korea
Bronze Medal,3,2024-07-30,Somon MAKHMADBEKOV,M,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/repf000200--,1570561,TJK,Tajikistan,Tajikistan
Gold Medal,1,2024-07-30,Andreja LESKI,W,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,1980833,SLO,Slovenia,Slovenia
Silver Medal,2,2024-07-30,Prisca AWITI ALCARAZ,W,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,1537287,MEX,Mexico,Mexico
Bronze Medal,3,2024-07-30,Clarisse AGBEGNENOU,W,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000100--,1891289,FRA,France,France
Bronze Medal,3,2024-07-30,Laura FAZLIU,W,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000200--,1550167,KOS,Kosovo,Kosovo
Gold Medal,1,2024-07-30,New Zealand,W,Rugby Sevens,Women,HTEAM,/en/paris-2024/results/rugby-sevens/women/fnl-000100--,RU7WTEAM7---NZL01,NZL,New Zealand,New Zealand
Silver Medal,2,2024-07-30,Canada,W,Rugby Sevens,Women,HTEAM,/en/paris-2024/results/rugby-sevens/women/fnl-000100--,RU7WTEAM7---CAN01,CAN,Canada,Canada
Bronze Medal,3,2024-07-30,United States,W,Rugby Sevens,Women,HTEAM,/en/paris-2024/results/rugby-sevens/women/fnl-000200--,RU7WTEAM7---USA01,USA,United States,United States of America
Gold Medal,1,2024-07-30,Serbia,X,Shooting,10m Air Pistol Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000100--,SHOXAPMT----SRB01,SRB,Serbia,Serbia
Silver Medal,2,2024-07-30,Türkiye 2,X,Shooting,10m Air Pistol Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000100--,SHOXAPMT----TUR02,TUR,Türkiye,Türkiye
Bronze Medal,3,2024-07-30,India 1,X,Shooting,10m Air Pistol Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000200--,SHOXAPMT----IND01,IND,India,India
Gold Medal,1,2024-07-30,Nathan HALES,M,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1904430,GBR,Great Britain,Great Britain
Silver Medal,2,2024-07-30,QI Ying,M,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1913928,CHN,China,People's Republic of China
Bronze Medal,3,2024-07-30,Jean Pierre BROL CARDENAS,M,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1958970,GUA,Guatemala,Guatemala
Gold Medal,1,2024-07-30,Great Britain,M,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-200m-freestyle-relay/fnl-000100--,SWMM4X200MFRGBR01,GBR,Great Britain,Great Britain
Silver Medal,2,2024-07-30,United States,M,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-200m-freestyle-relay/fnl-000100--,SWMM4X200MFRUSA01,USA,United States,United States of America
Bronze Medal,3,2024-07-30,Australia,M,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-200m-freestyle-relay/fnl-000100--,SWMM4X200MFRAUS01,AUS,Australia,Australia
Gold Medal,1,2024-07-30,Daniel WIFFEN,M,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,1539969,IRL,Ireland,Ireland
Silver Medal,2,2024-07-30,Bobby FINKE,M,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,1935902,USA,United States,United States of America
Bronze Medal,3,2024-07-30,Gregorio PALTRINIERI,M,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,1925630,ITA,Italy,Italy
Gold Medal,1,2024-07-30,Kaylee McKEOWN,W,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,1946198,AUS,Australia,Australia
Silver Medal,2,2024-07-30,Regan SMITH,W,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,1935984,USA,United States,United States of America
Bronze Medal,3,2024-07-30,Katharine BERKOFF,W,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,1935873,USA,United States,United States of America
Gold Medal,1,2024-07-30,WANG/SUN,X,Table Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000100--,TTEXDOUBLES-CHN01,CHN,China,People's Republic of China
Silver Medal,2,2024-07-30,RI/KIM,X,Table Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000100--,TTEXDOUBLES-PRK01,PRK,DPR Korea,Democratic People's Republic of Korea
Bronze Medal,3,2024-07-30,LIM/SHIN,X,Table Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000200--,TTEXDOUBLES-KOR01,KOR,Korea,Republic of Korea
Gold Medal,1,2024-07-31,OKA Shinnosuke,M,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1919480,JPN,Japan,Japan
Silver Medal,2,2024-07-31,ZHANG Boheng,M,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1918864,CHN,China,People's Republic of China
Bronze Medal,3,2024-07-31,XIAO Ruoteng,M,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1918860,CHN,China,People's Republic of China
Gold Medal,1,2024-07-31,Jessica FOX,W,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1940205,AUS,Australia,Australia
Silver Medal,2,2024-07-31,Elena LILIK,W,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1913770,GER,Germany,Germany
Bronze Medal,3,2024-07-31,Evy LEIBFARTH,W,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1955132,USA,United States,United States of America
Gold Medal,1,2024-07-31,Jose TORRES GIL,M,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1916809,ARG,Argentina,Argentina
Silver Medal,2,2024-07-31,Kieran Darren David REILLY,M,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1912548,GBR,Great Britain,Great Britain
Bronze Medal,3,2024-07-31,Anthony JEANJEAN,M,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1895685,FRA,France,France
Gold Medal,1,2024-07-31,DENG Yawen,W,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1920569,CHN,China,People's Republic of China
Silver Medal,2,2024-07-31,Perris BENEGAS,W,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1955071,USA,United States,United States of America
Bronze Medal,3,2024-07-31,Natalya DIEHM,W,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1940118,AUS,Australia,Australia
Gold Medal,1,2024-07-31,China,W,Diving,Women's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--,DIVW10MTEAM2CHN01,CHN,China,People's Republic of China
Silver Medal,2,2024-07-31,DPR Korea,W,Diving,Women's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--,DIVW10MTEAM2PRK01,PRK,DPR Korea,Democratic People's Republic of Korea
Bronze Medal,3,2024-07-31,Great Britain,W,Diving,Women's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--,DIVW10MTEAM2GBR01,GBR,Great Britain,Great Britain
Gold Medal,1,2024-07-31,Korea,M,Fencing,Men's Sabre Team,HTEAM,/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--,FENMTEAMSABRKOR01,KOR,Korea,Republic of Korea
Silver Medal,2,2024-07-31,Hungary,M,Fencing,Men's Sabre Team,HTEAM,/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--,FENMTEAMSABRHUN01,HUN,Hungary,Hungary
Bronze Medal,3,2024-07-31,France,M,Fencing,Men's Sabre Team,HTEAM,/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000200--,FENMTEAMSABRFRA01,FRA,France,France
Gold Medal,1,2024-07-31,Lasha BEKAURI,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,1548817,GEO,Georgia,Georgia
Silver Medal,2,2024-07-31,MURAO Sanshiro,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,1896750,JPN,Japan,Japan
Bronze Medal,3,2024-07-31,Maxime-Gael NGAYAP HAMBOU,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000100--,1891318,FRA,France,France
Bronze Medal,3,2024-07-31,Theodoros TSELIDIS,M,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000200--,1961318,GRE,Greece,Greece
Gold Medal,1,2024-07-31,Barbara MATIC,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,1898499,CRO,Croatia,Croatia
Silver Medal,2,2024-07-31,Miriam BUTKEREIT,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,1563082,GER,Germany,Germany
Bronze Medal,3,2024-07-31,Michaela POLLERES,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000100--,1566421,AUT,Austria,Austria
Bronze Medal,3,2024-07-31,Gabriella WILLEMS,W,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000200--,1903248,BEL,Belgium,Belgium
Gold Medal,1,2024-07-31,Netherlands,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------,ROWMSCULL4--NED01,NED,Netherlands,Netherlands
Silver Medal,2,2024-07-31,Italy,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------,ROWMSCULL4--ITA01,ITA,Italy,Italy
Bronze Medal,3,2024-07-31,Poland,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------,ROWMSCULL4--POL01,POL,Poland,Poland
Gold Medal,1,2024-07-31,Great Britain,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,ROWWSCULL4--GBR01,GBR,Great Britain,Great Britain
Silver Medal,2,2024-07-31,Netherlands,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,ROWWSCULL4--NED01,NED,Netherlands,Netherlands
Bronze Medal,3,2024-07-31,Germany,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,ROWWSCULL4--GER01,GER,Germany,Germany
Gold Medal,1,2024-07-31,Adriana RUANO OLIVA,W,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1958899,GUA,Guatemala,Guatemala
Silver Medal,2,2024-07-31,Silvana Maria STANCO,W,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1915317,ITA,Italy,Italy
Bronze Medal,3,2024-07-31,Penny SMITH,W,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1967454,AUS,Australia,Australia
Gold Medal,1,2024-07-31,PAN Zhanle,M,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,1945148,CHN,China,People's Republic of China
Silver Medal,2,2024-07-31,Kyle CHALMERS,M,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,1946200,AUS,Australia,Australia
Bronze Medal,3,2024-07-31,David POPOVICI,M,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,1543549,ROU,Romania,Romania
Gold Medal,1,2024-07-31,Leon MARCHAND,M,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,1909294,FRA,France,France
Silver Medal,2,2024-07-31,Zac STUBBLETY-COOK,M,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,1946185,AUS,Australia,Australia
Bronze Medal,3,2024-07-31,Caspar CORBEAU,M,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,1972545,NED,Netherlands,Netherlands
Gold Medal,1,2024-07-31,Leon MARCHAND,M,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,1909294,FRA,France,France
Silver Medal,2,2024-07-31,Kristof MILAK,M,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,1905860,HUN,Hungary,Hungary
Bronze Medal,3,2024-07-31,Ilya KHARUN,M,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,1967058,CAN,Canada,Canada
Gold Medal,1,2024-07-31,Sarah SJOESTROEM,W,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,1572557,SWE,Sweden,Sweden
Silver Medal,2,2024-07-31,Torri HUSKE,W,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,1935923,USA,United States,United States of America
Bronze Medal,3,2024-07-31,HAUGHEY Siobhan Bernadette,W,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,1925125,HKG,"Hong Kong, China","Hong Kong, China"
Gold Medal,1,2024-07-31,Katie LEDECKY,W,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,1935938,USA,United States,United States of America
Silver Medal,2,2024-07-31,Anastasiia KIRPICHNIKOVA,W,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,1909209,FRA,France,France
Bronze Medal,3,2024-07-31,Isabel GOSE,W,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,1907171,GER,Germany,Germany
Gold Medal,1,2024-07-31,Alex YEE,M,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1904251,GBR,Great Britain,Great Britain
Silver Medal,2,2024-07-31,Hayden WILDE,M,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1926549,NZL,New Zealand,New Zealand
Bronze Medal,3,2024-07-31,Leo BERGERE,M,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1543967,FRA,France,France
Gold Medal,1,2024-07-31,Cassandre BEAUGRAND,W,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1543963,FRA,France,France
Silver Medal,2,2024-07-31,Julie DERRON,W,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1976489,SUI,Switzerland,Switzerland
Bronze Medal,3,2024-07-31,Beth POTTER,W,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1904244,GBR,Great Britain,Great Britain
Gold Medal,1,2024-08-01,Simone BILES,W,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,1959861,USA,United States,United States of America
Silver Medal,2,2024-08-01,Rebeca ANDRADE,W,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,1953634,BRA,Brazil,Brazil
Bronze Medal,3,2024-08-01,Sunisa LEE,W,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,1959866,USA,United States,United States of America
Gold Medal,1,2024-08-01,Brian Daniel PINTADO,M,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1929767,ECU,Ecuador,Ecuador
Silver Medal,2,2024-08-01,Caio BONFIM,M,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1951928,BRA,Brazil,Brazil
Bronze Medal,3,2024-08-01,Alvaro MARTIN,M,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1904165,ESP,Spain,Spain
Gold Medal,1,2024-08-01,YANG Jiayu,W,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1919002,CHN,China,People's Republic of China
Silver Medal,2,2024-08-01,Maria PEREZ,W,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1905369,ESP,Spain,Spain
Bronze Medal,3,2024-08-01,Jemima MONTAG,W,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1939791,AUS,Australia,Australia
Gold Medal,1,2024-08-01,Giovanni de GENNARO,M,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,1550975,ITA,Italy,Italy
Silver Medal,2,2024-08-01,Titouan CASTRYCK,M,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,1880464,FRA,France,France
Bronze Medal,3,2024-08-01,Pau ECHANIZ,M,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,1953935,ESP,Spain,Spain
Gold Medal,1,2024-08-01,United States,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,FENWTEAMFOILUSA01,USA,United States,United States of America
Silver Medal,2,2024-08-01,Italy,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,FENWTEAMFOILITA01,ITA,Italy,Italy
Bronze Medal,3,2024-08-01,Japan,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--,FENWTEAMFOILJPN01,JPN,Japan,Japan
Gold Medal,1,2024-08-01,Zelym KOTSOIEV,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,1972367,AZE,Azerbaijan,Azerbaijan
Silver Medal,2,2024-08-01,Ilia SULAMANIDZE,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,1552370,GEO,Georgia,Georgia
Bronze Medal,3,2024-08-01,Peter PALTCHIK,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000100--,1892957,ISR,Israel,Israel
Bronze Medal,3,2024-08-01,Muzaffarbek TUROBOYEV,M,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000200--,1565754,UZB,Uzbekistan,Uzbekistan
Gold Medal,1,2024-08-01,Alice BELLANDI,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,1925349,ITA,Italy,Italy
Silver Medal,2,2024-08-01,Inbar LANIR,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,1892794,ISR,Israel,Israel
Bronze Medal,3,2024-08-01,MA Zhenzhao,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000100--,1891067,CHN,China,People's Republic of China
Bronze Medal,3,2024-08-01,Patricia SAMPAIO,W,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000200--,1943504,POR,Portugal,Portugal
